Sentence,Class
This excel file serves as an injector into SAP,Irrelevant
After it is added in SAP  the payment goes out and the process ends,Relevant
Point Chaud is a fast food brand offering a wide variety of bakery  pastries and sandwiches,Irrelevant
The process starts when a customer enters the Point Chaud,Relevant
An employee will greet the client and take their order,Relevant
For example  a large Dagobert with raw vegetables,Irrelevant
The employee will then collect all the ingredients required for the order and prepare it,Relevant
During the preparation  the customer can add  remove or totally change their order,Relevant
Finally  the employee will ask the customer to put their ID card in the device and then pay,Relevant
The ID card is there to receive points for a future reduction,Irrelevant
Once the customer has paid  he receives their order,Relevant
The employee will ultimately wishes the client a good day,Relevant
The process ends when the customer leaves the Point Chaud,Relevant
Moulin Loverix is a small restaurant offering huge pancakes but also regional dishes in an old mill,Irrelevant
When a customer arrives  the process begins,Relevant
One of the employee will greet the client and ask them what language they speak,Relevant
Depending on the answer  a native speaker of that language will attend to the customer for more convenience,Relevant
The employee will seat the customer at a table and give them time to choose what they want,Relevant
When the customer has made up their mind  the employee will come to take their order,Relevant
For example  a Nutella banana pancake,Irrelevant
Then  he or she will relay it to the kitchens which will prepare what is requested,Relevant
Once the order is ready  the cooks ring a bell to let the employee know,Relevant
The latter then comes to bring the order to the customer,Relevant
Finally  after tasting  the customer comes to pay at the ticket office and leaves,Relevant
The process is finished,Relevant
Brico is a hardware store mainly selling DIY and gardening products,Irrelevant
To satisfy each customer  the store must be sufficiently stocked with everything,Irrelevant
That’s why employees regularly order what is missing on their shelves,Relevant
The process has started,Relevant
After some time  the order arrives and is received by the warehouse employee,Relevant
It needs to be verified,Relevant
So the employee will check each item one to one using sheets containing the quantities ordered of each,Relevant
If products are not there  the employee must inform the manager,Relevant
But whether there are missing goods or not  once everything is counted  each product can be put on the shelves,Relevant
As a result  the pallet will be brought to the corresponding aisles so that the students can store each article,Relevant
Finally  stocks are updated in the system to correspond to reality,Relevant
The process ends there,Relevant
The process starts when a guest enters at the recepetion,Relevant
The hotel employee welcomes the guest,Relevant
The guest is happy,Irrelevant
Hotel employee give the keys to the guest,Relevant
The guest gives their ID card,Relevant
The hotel employee accampagnes the guest to the hotel,Relevant
The guest discover their room,Relevant
The guest is excited,Irrelevant
The guest leave the hotel after their stay,Relevant
The guest leave a comment on the website of the Hotel  the process is finished,Relevant
The customer chooses the pizza,Relevant
The customer orders the pizza,Relevant
The customer pays the order,Relevant
The restaurant receives the order,Relevant
